&oelig;uvre-	ph:õvr	ph:oeuvre
&oelig;uvre-rel	ph:õvrrel	ph:oeuvrerel
&oelig;uvre-ré	ph:õvrré	ph:oeuvreré
&oelig;uvre	ph:õvr	ph:oeuvre
-házhozszállítás	hy:|ház-hoz|szál-lí-tás
tisztaszoba	hy:6
tiszteletadás	hy:9
tiszteletdíj	hy:9
tiszteletdíjak	hy:9
tiszteletgerjesztõ	hy:9
tisztelettudás	hy:9
tisztesfû	hy:7
tisztesfüvek	hy:7
tisztességtudás	hy:10
tisztikar	hy:6
tisztiorvos	hy:6
tisztiszolga	hy:6
tisztiügyész	hy:6
tisztítóberendezés	hy:8
tisztítómû	hy:8
tisztítómûvek	hy:8
tisztítóruha	hy:8
tisztítótûz	hy:8
tisztítótüzek	hy:8
titkosszolga	hy:tit-kos|szol-ga
titkosszolgálat	hy:tit-kos|szol-gá-lat
titkosírás	hy:6
titkárnõ	hy:6
tizedeshely	hy:7
tizedesjegy	hy:7
tizedfelek	hy:5
tizedfél	hy:5
tizennyolc		hy:n|ny
tizennyolcadik		hy:n|ny
tizennyolcadika		hy:n|ny
tizennyolcadikak		hy:n|ny
tizennyolcadiki		hy:n|ny
tizennyolcan		hy:n|ny
tizennyolcbilliárd		hy:n|ny
tizennyolcbillió		hy:n|ny
tizennyolcbillióan		hy:n|ny
tizennyolcezer		hy:n|ny
tizennyolcezred		hy:n|ny
tizennyolcezredik		hy:n|ny
tizennyolcezrek		hy:n|ny
tizennyolcezren		hy:n|ny
tizennyolcezres		hy:n|ny
tizennyolcfelé	hy:n|ny
tizennyolcmilliárd		hy:n|ny
tizennyolcmilliárdan		hy:n|ny
tizennyolcmillió		hy:n|ny
tizennyolcmillióan		hy:n|ny
tizennyolctrilliárd		hy:n|ny
tizennyolctrillió		hy:n|ny
tizennyolctrillióan		hy:n|ny
tojásfehérje	hy:5
tojásfõzés	hy:5
tojásgyümölcs	hy:5
tojáshab	hy:5
tojáshéj	hy:5
tojáshéjak	hy:5
tojáslepény	hy:5
tojáslikõr	hy:5
tojásrakás	hy:5
tojásszilvafa	hy:to=jás-szil=va|fa
tojássárga	hy:5
tojássárgája	hy:5
tojástartó	hy:5
tojóláda	hy:4
toktermés	hy:3
tolatómozdony	hy:6
toldaléképület	hy:8
tollbokréta	hy:4
tolldísz	hy:4
tollforgó	hy:4
tollhegy	hy:4
tollseprû	hy:4
tollszár	hy:4
tollszárak	hy:4
tollvonás	hy:4
tolvajkulcs	hy:6
tolvajnyelv	hy:6
tolóablak	hy:4
tolóajtó	hy:4
tolóasztalka	hy:4
tolókocsi	hy:4
tolómérce	hy:4
tolósúly	hy:4
tolózár	hy:4
tolózárak	hy:4
tompahegesztés	hy:5
tompalátó	hy:5
tompareszelõ	hy:5
tonnatartalmak	hy:5
tonnatartalom	hy:5
topless	ph:toplesz
torkolatzár	hy:8
torkolatzárak	hy:8
tornacipõ	hy:5
tornacsarnok	hy:5
tornaruha	hy:5
tornaszer	hy:5
torokfájás	hy:5
torokgyulladás	hy:5
torokgyík	hy:5
torokhang	hy:5
torokmandula	hy:5
toroköblítõ	hy:5
toronyirány	hy:6
toronyszoba	hy:6
toroskáposzta	hy:5
torpedóelhárító	hy:7
torpedókilövõ	hy:7
torpedónaszád	hy:7
torpedóromboló	hy:7
torpedóvetõ	hy:7
tortástál	hy:6
tortástálak	hy:6
torzkép	hy:4
torzsokszög	hy:torz||sok|szög
torzszülött	hy:torz|szü-lött
totemoszlop	hy:5
toulouse-i	ph:tulúzi
továbbfordítás	hy:6
traktorutak	hy:7
traktorút	hy:7
transzmisszió	hy:6
transzport	hy:6
transzpozíció	hy:6
trikóruha	hy:5
triászformáció	hy:6
trolibusz	hy:5
trombitaharsogás	hy:8
trombitaszó	hy:8
trágyadomb	hy:6
trágyagereblye	hy:6
trágyahordó	hy:6
trágyalevek	hy:6
trágyalé	hy:6
tréningalsó	hy:7
tréningfelsõ	hy:7
trónfosztás	hy:4
trónüresedés	hy:4
tubákosszelence	hy:tu-bá-kos|sze-len-ce
tubákszelence	hy:5
tudathasadás	hy:5
tudományág	hy:8
tudományágak	hy:8
tudomásulvétel	hy:9
tudásszomjas	hy:tu-dás|szom-jas
tudásvágy	hy:5
tudásvágyak	hy:5
tujafa	hy:4
tulajdonjog	hy:8
tulipánfa	hy:7
turbinaház	hy:7
turbinaházak	hy:7
turistacipõ	hy:7
turistakirándulás	hy:7
turistautak	hy:7
turistaút	hy:7
turulmadarak	hy:5
turulmadár	hy:5
tusrajz	hy:3
tyúkalja	hy:4
tyúkfarm	hy:4
tyúkhúr	hy:4
tyúkketrec	hy:4
tyúkszem	hy:4
tyúkülõ	hy:4
táblavidék	hy:5
táblaüveg	hy:5
táblázatkészítés	hy:8
táborbontás	hy:5
táborhely	hy:5
tájfun	ph:typhoon
tájkultusz	hy:3
tájkép	hy:3
tájszólás	hy:3
tálalóasztal	hy:6
tálcakendõ	hy:5
támaszfa	hy:6
támaszpont	hy:6
támasztógerenda	hy:8
támasztókõ	hy:8
támasztókövek	hy:8
támasztópálca	hy:8
támlásszék	hy:tám-lás|szék
tánccipõ	hy:4
táncház	hy:4
táncházak	hy:4
táncjáték	hy:4
tánckar	hy:4
táncmester	hy:4
táncmulatság	hy:4
táncosnõ	hy:6
táncrend	hy:4
táncterem	hy:4
tánctermek	hy:4
tánczene	hy:4
tányérkerekek	hy:6
tányérkerék	hy:6
tányérmelegítõ	hy:6
tányérnyaló	hy:6
tányérszárító	hy:6
tápanyag	hy:3
tápnedv	hy:3
tápsó	hy:3
tápvezeték	hy:3
tárgyalóterem	hy:8
tárgyalótermek	hy:8
tárgyeset	hy:5
tárgyhavak	hy:5
tárgyhó	hy:5
tárgykép	hy:5
tárgylemez	hy:5
tárgylencse	hy:5
tárgymutató	hy:5
tárgysorozat	hy:5
tárgyév	hy:5
tárház	hy:3
tárházak	hy:3
tárnalejárat	hy:5
tárolóhelyiség	hy:6
társadalomtudomány	hy:10
társasház	hy:6
társasházak	hy:6
társasjáték	hy:6
távbeszélés	hy:3
távbeszélõ	hy:3
távcsõ	hy:3
távcsövek	hy:3
távfényképezés	hy:3
távgyalogló	hy:3
távhõ	hy:3
távirat	hy:3
távirányítás	hy:3
távközlés	hy:3
távmérés	hy:3
távolfelderítõ	hy:5
távolhatás	hy:5
távollátás	hy:5
távollátó	hy:5
távollét	hy:5
távolságjelzõ	hy:8
távolságmérték	hy:8
távolságmérõ	hy:8
távoltartás	hy:5
távolugrás	hy:5
távolugró	hy:5
távíró	hy:3
télibaglyok	hy:4
télibagoly	hy:4
téligumi	hy:4
télikabát	hy:4
télikert	hy:4
télisport	hy:4
tépõfog	hy:4
tépõfogak	hy:4
térbeosztás	hy:tér||be|osztás
térdelõpárna	hy:7
térdhajlás	hy:4
térdhajtás	hy:4
térdharisnya	hy:4
térdkalács	hy:4
térdnadrág	hy:4
térdvédõ	hy:4
térdízület	hy:4
térerõ	hy:3
térfogat	hy:3
térkitöltõ	hy:3
térkép	hy:3
térkõ	hy:3
térkövek	hy:3
térköz	hy:3
tértivevény	hy:5
tésztástál	hy:7
tésztástálak	hy:7
tétemelés	hy:3
tétlemez	hy:3
tévutak	hy:3
tévéjáték	hy:4
tévút	hy:3
tízparancsolat	hy:3
tízpennys	hy:tíz|pen-nys
tízperc	hy:3
tízpróba	hy:3
tízórai	hy:3
tópart	hy:2
tószt	ph:toast
tóvizek	hy:2
tóvíz	hy:2
tõalak	hy:2
tõhajtás	hy:2
tõkehal	hy:4
tõkehalak	hy:4
tõkemence	hy:2
tõkeszámla	hy:4
tõkesúly	hy:4
tõkocsány	hy:2
tõmondat	hy:2
tõosztás	hy:2
tõrösdarazsak	hy:5
tõrösdarázs	hy:5
tõsgyökeres	ph:törzsgyökeres
tõzegmoha	hy:5
több ezer éves	ph:többezeréves
több száz éves	ph:többszázéves
többletadó	hy:7
többletterhelés	hy:7
többszázszoros	hy:több|száz-szo-ros
többszínnyomat	hy:több|szín||nyo-mat
többszínnyomás	hy:több|szín||nyo-más
többteljesítmény	hy:4
többtermelés	hy:4
tökbelek	hy:3
tökbél	hy:3
tökfej	hy:3
tökmag	hy:3
tölcsértorkolat	hy:7
tölgyerdõ	hy:5
tölgyfa	hy:5
tölgymakk	hy:5
tölténykivetõ	hy:7
tölténytartó	hy:7
tölténytár	hy:7
tölténytárak	hy:7
töltényöv	hy:7
töltényûr	hy:7
töltéspadka	hy:6
töltõanyag	hy:5
töltõceruza	hy:5
töltõgarat	hy:5
töltõszerkezet	hy:5
töltõtoll	hy:5
töltõtollak	hy:5
tömbmegbízott	hy:4
tömegnyomor	hy:5
tömegszállás	hy:5
tömegverekedés	hy:5
tömegáru	hy:5
tömjénfüstölõ	hy:6
tömörfa	hy:5
tönkrejutás	hy:6
tönkremenés	hy:6
tönkremenõ	hy:6
tönkretevés	hy:6
tönkretevõ	hy:6
tönkretétel	hy:6
törlõgumi	hy:5
törlõruha	hy:5
törmelékkúp	hy:8
törtrész	hy:4
törtszám	hy:4
történettudomány	hy:8
történésmód	hy:8
törvénycikk	hy:7
törvénycsavarás	hy:7
törvényhatóság	hy:7
törvényhozás	hy:7
törvényhozó	hy:7
törvényjavaslat	hy:7
törvénykönyv	hy:7
törvényszék	hy:7
törzsborda	hy:5
törzsfõ	hy:5
törzshajtás	hy:5
törzskönyv	hy:5
törökbors	hy:5
törökbúza	hy:5
törökdúlás	hy:5
törökfürdõ	hy:5
törökméz	hy:5
törökparadicsom	hy:5
törökpirosító	hy:5
törökrózsa	hy:5
törökverõ	hy:5
törökülés	hy:5
törülközõtartó	hy:9
tövisszúró	hy:tö-vis|szú-ró
túlfolyócsõ	hy:8
túlhatalmak	hy:3
túlhatalom	hy:3
túlnépesség	hy:3
túloldal	hy:3
túloldalak	hy:3
túlpart	hy:3
túlszaporulat	hy:3
túlsúly	hy:3
túlvilág	hy:3
túlvég	hy:3
túláram	hy:3
túrószacskó	hy:tú-rós|zacs-kó
tûfok	hy:2
tûhegy	hy:2
tûpárna	hy:2
tûrömfû	hy:5
tûrömfüvek	hy:5
tûrömolaj	hy:5
tûrömolajak	hy:5
tûsarkak	hy:2
tûsarok	hy:2
tûszúrás	hy:2
tûzbiztosítás	hy:3
tûzcsap	hy:3
tûzeset	hy:3
tûzfecskendõ	hy:3
tûzgolyó	hy:3
tûzharc	hy:3
tûzhely	hy:3
tûzhányó	hy:3
tûzifa	hy:4
tûzijáték	hy:4
tûzikutya	hy:4
tûzilárma	hy:4
tûzimádás	hy:3
tûzjelzõ	hy:3
tûzkárosult	hy:3
tûzkõ	hy:3
tûzkövek	hy:3
tûznyílás	hy:3
tûzokádó	hy:3
tûzoltás	hy:3
tûzoltó	hy:3
tûzszekrény	hy:tûz|szek-rény
tûzszerszám	hy:tûz||szer|szám
tûzszerész	hy:tûz|sze-rész
tûzszerészet	hy:tûz|szerészet
tûzszünet	hy:tûz|szü-net
tûzvonal	hy:3
tûzvonalak	hy:3
tûzvész	hy:3
tüchtig	ph:tühtig
tüdõfû	hy:4
tüdõfüvek	hy:4
tüdõgyulladás	hy:4
tüdõtágulás	hy:4
tüdõtöltés	hy:4
tüdõvész	hy:4
tükörkép	hy:5
tüllzacskó	hy:4
tündérmese	hy:6
tündérrózsa	hy:6
tünetcsoport	hy:5
türelemjáték	hy:7
tüskebokor	hy:5
tüskebokrok	hy:5
tüskésdrót	hy:6
tüzelõanyag	hy:6
tüzesgép	hy:5
udvarház	hy:5
udvarházak	hy:5
udvartartás	hy:5
ufó	ph:UFO	ph:UFO-
ugródeszka	hy:4
ugróiskola	hy:4
ugrókötelek	hy:4
ugrókötél	hy:4
ugrórudak	hy:4
ugrórúd	hy:4
ugrószerv	hy:4
ugrósánc	hy:4
ujjafa	hy:4
ujjgyulladás	hy:3
ujjhegy	hy:3
ujjlenyomat	hy:3
ujjnyom	hy:3
ujjperc	hy:3
ujjváltás	hy:3
ujjvédõ	hy:3
ujjízület	hy:3
ultiparti	hy:4
ultramarin	hy:5
ultramikroszkóp	hy:5
unicode-os	ph:junikódos
uralkodóház	hy:8
uralkodóházak	hy:8
urambocsá	ph:bocsá
urambátyámvilág	hy:10
urán	ph:uránium
uszálybucka	hy:6
uszályhajó	hy:6
uszálykormányos	hy:6
utasellátó	hy:4
utasszállító	hy:u=tas|szál-lí-tó
utazótáska	hy:5
utcakõ	hy:4
utcakövek	hy:4
utcaseprõ	hy:4
utána	ph:utánna
utánfutó	hy:4
utánjárás	hy:4
utánkövetés	hy:4
utánküldés	hy:4
utánnyomat	hy:után|nyomat
utánnyomás	hy:után|nyo-más
utánpótlás	hy:4
utánrúgás	hy:4
utánvét	hy:4
utánvétel	hy:4
utánégetõ	hy:4
utánérzés	hy:4
utóerjedés	hy:3
utófinanszírozás	hy:3
utófájás	hy:3
utógondolat	hy:3
utógondozott	hy:3
utógondozás	hy:3
utógondozó	hy:3
utóhad	hy:3
utóhadak	hy:3
utóhang	hy:3
utóidejûség	hy:3
utóidény	hy:3
utóirat	hy:3
utójelzõ	hy:3
utókezelés	hy:3
utókor	hy:3
utókúra	hy:3
utómunka	hy:3
utónevek	hy:3
utónevelés	hy:3
utónév	hy:3
utónövény	hy:3
utópárlat	hy:3
utórendelés	hy:3
utóromantika	hy:3
utószakasz	hy:3
utószavak	hy:3
utószelek	hy:3
utószennyezés	hy:3
utószennyezõdés	hy:3
utószinkron	hy:3
utószél	hy:3
utószó	hy:3
utószüret	hy:3
utótag	hy:3
utótörténet	hy:3
utóvizsga	hy:3
utóélet	hy:3
utóétel	hy:3
utóörökös	hy:3
uzsonnaidõ	hy:7
uzsonnástasak	hy:8
uzsoraár	hy:6
uzsoraárak	hy:6
vacsoraidõ	hy:7
vadalma	hy:3
vadaskert	hy:5
vadaspark	hy:5
vadcsapás	hy:3
vadcseresznye	hy:3
vaddisznó	hy:3
vadgalamb	hy:3
vadgesztenye	hy:3
vadhús	hy:3
vadkacsa	hy:3
vadkapitalizmus	hy:3
vadkutya	hy:3
vadliba	hy:3
vadlovak	hy:3
vadló	hy:3
vadmacska	hy:3
vadnövény	hy:3
vadorzó	hy:3
vadpecsenye	hy:3
vadrózsa	hy:3
vadszamarak	hy:3
vadszamár	hy:3
vadszõlõ	hy:3
vadállat	hy:3
vadárvácska	hy:3
vadászjegy	hy:6
vadászkiáltás	hy:6
vadászkutya	hy:6
vadászkés	hy:6
vadászlak	hy:6
vadászmenyét	hy:6
vadászpuska	hy:6
vadászsapka	hy:6
vadászsólymok	hy:6
vadászsólyom	hy:6
vadászterület	hy:6
vadásztudomány	hy:6
vadásztársaság	hy:6
vadászvizsla	hy:6
vadászzsákmány	hy:6
vadõr	hy:3
vagyontárgy	hy:6
vagyontárgyak	hy:6
vagyonõr	hy:6
vajaskifli	hy:5
vajastészta	hy:5
vakarókefe	hy:6
vakarókés	hy:6
vakbelek	hy:3
vakbél	hy:3
vakolókanalak	hy:6
vakolókanál	hy:6
vakondtúrás	hy:6
vakrémület	hy:3
vakár	hy:3
valutaalap	hy:6
valószínûleg	ph:valszeg
vanillincukor	hy:8
vanillincukrok	hy:8
vanillinsav	hy:8
vanillinsavak	hy:8
varjúháj	hy:5
varjúhájak	hy:5
varjútanya	hy:5
varjútövis	hy:5
varrógép	hy:5
varrókészlet	hy:5
varrónõ	hy:5
varróráma	hy:5
varrótáska	hy:5
varázsige	hy:6
varázsital	hy:6
varázslat	hy:6
varázslófû	hy:8
varázslófüvek	hy:8
varázsszer	hy:va-rázs|szer
varázsszer	hy:6
varázsvesszõ	hy:6
vasalódeszka	hy:6
vasasszakszervezet	hy:va-sas||szak|szer-ve-zet
vasbeton	hy:3
vasbetét	hy:3
vasbádog	hy:3
vasfa	hy:3
vasforgács	hy:3
vasfû	hy:3
vasfüvek	hy:3
vasgyár	hy:3
vasgyárak	hy:3
vasgyûrû	hy:3
vashulladék	hy:3
vaskalapos	hy:3
vaskapcsok	hy:3
vaskapocs	hy:3
vaskarika	hy:3
vaskor	hy:3
vaslemez	hy:3
vaslépcsõ	hy:3
vasmacska	hy:3
vasmedve	hy:3
vasmû	hy:3
vasmûvek	hy:3
vasolvasztó	hy:3
vasoxid	hy:3
vaspor	hy:3
vaspát	hy:3
vasszerkezet	hy:vas|szer-ke-zet
vastagbelek	hy:6
vastagbél	hy:6
vastüdõ	hy:3
vasutak	hy:3
vasutas	hy:3
vasvilla	hy:3
vasár	hy:3
vasárak	hy:3
vasáru	hy:3
vasút	hy:3
vasúthatóság	hy:vas|út||hatóság
vasútállomás	hy:vas|út||állomás
vattacsomó	hy:5
vattapamat	hy:5
vegyelemzés	hy:4
vegyesbolt	hy:6
vegyeskereskedés	hy:6
vegyesszorzat	hy:ve-gyes|szor-zat
vegyesúszás	hy:6
vegyesúszó	hy:6
vegyhatás	hy:4
vegyipar	hy:4
vegyiriadó	hy:5
vegyivédelem	hy:5
vegyivédelmek	hy:5
vegyizár	hy:5
vegyizárak	hy:5
vegyjel	hy:4
vegykonyha	hy:4
vegyszer	hy:4
vegytan	hy:4
vegytinta	hy:4
vegytisztítás	hy:4
vegyvizsgálat	hy:4
vegyvédelem	hy:4
vegyvédelmek	hy:4
vegyérték	hy:4
velejáró	hy:4
veleérzés	hy:4
vendéghallgató	hy:6
vendégház	hy:6
vendégházak	hy:6
vendéglõhelyiség	hy:8
vendégoldal	hy:6
vendégoldalak	hy:6
vendégszeretet	hy:6
vendégszoba	hy:6
veresgyûrû	hy:5
veresszárnyú	hy:veres|szárnyú
verlaine-i	ph:verleni
versailles-i	ph:verszáji
versenyautó	hy:7
versenydíj	hy:7
versenydíjak	hy:7
versenyfutam	hy:7
versenygép	hy:7
versenyistálló	hy:7
versenylovak	hy:7
versenyló	hy:7
versenymû	hy:7
versenymûvek	hy:7
versenynap	hy:7
versenypálya	hy:7
versenypályázat	hy:7
versenyszám	hy:7
versenytárs	hy:7
versenytársak	hy:7
versenyvitorlás	hy:7
verseskötet	hy:6
versfõ	hy:4
versgyûjtemény	hy:4
versláb	hy:4
verslábak	hy:4
versmérték	hy:4
verspár	hy:4
verssor	hy:4
versstrófa	hy:4
versszak	hy:vers|szak
versszerzõ	hy:vers|szer-zõ
verstan	hy:4
verébfi	hy:5
verõfény	hy:4
verõkos	hy:4
verõlabda	hy:4
vesebaj	hy:4
vesegyulladás	hy:4
vesekõ	hy:4
vesekövek	hy:4
vesepecsenye	hy:4
vesetükrözés	hy:4
vesezsugorodás	hy:4
vesszõfonás	hy:6
vesszõkorbács	hy:6
vesszõparipa	hy:6
vesszõütés	hy:6
vesztegzár	hy:7
vesztegzárak	hy:7
vesztõhely	hy:6
vetésforgó	hy:5
vetítõkészülék	hy:6
vetõborsó	hy:4
vetõgép	hy:4
vetõmag	hy:4
vetülékfonalak	hy:7
vetülékfonál	hy:7
vevõkészülék	hy:4
vevõkör	hy:4
vezetékföldelés	hy:7
vezetékhiba	hy:7
vezetéknevek	hy:7
vezetéknév	hy:7
vezetõképesség	hy:6
vezetõrudak	hy:6
vezetõrúd	hy:6
vezéralak	hy:5
vezércikk	hy:5
vezércsillag	hy:5
vezéregyéniség	hy:5
vezérfonal	hy:5
vezérkönyv	hy:5
vezérlõmû	hy:7
vezérlõmûvek	hy:7
vezérmû	hy:5
vezérmûvek	hy:5
vezérszerep	hy:5
vezérsík	hy:5
vezérürü	hy:5
viaszbáb	hy:5
viaszgyertya	hy:5
viaszgyufa	hy:5
viaszlemez	hy:5
viaszlenyomat	hy:5
viaszosvásznak	hy:7
viaszosvászon	hy:7
viaszvirág	hy:5
videocsip	hy:5
videotechnika	hy:5
videódigitalizáló	hy:5
videófilm	hy:5
videójáték	hy:5
videókazetta	hy:5
videóklip	hy:5
videókölcsönzõ	hy:5
videómagnó	hy:5
videómegosztó	hy:videó||meg|osztó
videórészlet	hy:5
videószerkesztõ	hy:5
vidrafû	hy:5
vidrafüvek	hy:5
vidámpark	hy:5
vigvam	ph:wigwam
vigyázzállás	hy:7
vihardagály	hy:5
vihardeszka	hy:5
viharfelhõ	hy:5
viharjelzõ	hy:5
viharkabát	hy:5
viharlámpa	hy:5
viharléc	hy:5
viharmadarak	hy:5
viharmadár	hy:5
viharzóna	hy:5
villacsap	hy:5
villacsont	hy:5
villamoskocsi	hy:8
villanydrót	hy:7
villanykapcsoló	hy:7
villanykörte	hy:7
villanyzongora	hy:7
villanyzsinór	hy:7
villanyáram	hy:7
villanófény	hy:7
villámháború	hy:6
villásdugó	hy:6
villásreggeli	hy:6
világbajnok	hy:5
világegyetem	hy:5
világhatalmak	hy:5
világhatalom	hy:5
világháború	hy:5
világkép	hy:5
világleírás	hy:5
világnézet	hy:5
világosszõke	hy:vi-lá-gos|szõ-ke
világosszürke	hy:vi-lá-gos|szür-ke
világoszöld	hy:vi-lá-gos|zöld
világpolitika	hy:5
világrahozatal	hy:7
világrész	hy:5
világtenger	hy:5
világtáj	hy:5
világtájak	hy:5
világválogatott	hy:5
világváros	hy:5
világítógáz	hy:8
világítótornyok	hy:8
világítótorony	hy:8
világûr	hy:5
virágbuga	hy:5
virágburkok	hy:5
virágburok	hy:5
virágcserepek	hy:5
virágcserép	hy:5
virágcsokor	hy:5
virágcsokrok	hy:5
virágféreg	hy:5
virágférgek	hy:5
virágfüzér	hy:5
virághagyma	hy:5
virágkehely	hy:5
virágkelyhek	hy:5
virágkiállítás	hy:5
virágkocsány	hy:5
virágláda	hy:5
virágminta	hy:5
virágméz	hy:5
virágoskert	hy:7
virágpor	hy:5
virágszirmok	hy:5
virágszirom	hy:5
virágtartó	hy:5
virágvasárnap	hy:5
virágágy	hy:5
virágágyak	hy:5
virágállat	hy:5
viselkedésmód	hy:10
visszacsatolás	hy:6
visszaemlékezés	hy:6
visszaesés	hy:6
visszafejlõdés	hy:6
visszafizetés	hy:6
visszafordulás	hy:6
visszafordítás	hy:6
visszaforgás	hy:6
visszagyújtás	hy:6
visszahatás	hy:6
visszahelyezés	hy:6
visszahonosítás	hy:6
visszaháramlás	hy:6
visszahívás	hy:6
visszahódítás	hy:6
visszaigénylés	hy:6
visszajutás	hy:6
visszajátszás	hy:6
visszakezek	hy:6
visszakéz	hy:6
visszapattanás	hy:6
visszapattanó	hy:6
visszapillantás	hy:6
visszarúgás	hy:6
visszaszerzés	hy:6
visszaszámolás	hy:6
visszaszívás	hy:6
visszatartás	hy:6
visszataszító	hy:6
visszatérés	hy:6
visszatérítés	hy:6
visszatükrözés	hy:6
visszatükrözõdés	hy:6
visszautak	hy:6
visszautasítás	hy:6
visszaverés	hy:6
visszavitel	hy:6
visszavonulás	hy:6
visszavonás	hy:6
visszavágás	hy:6
visszavágó	hy:6
visszaváltó	hy:6
visszavásárlás	hy:6
visszavétel	hy:6
visszaélés	hy:6
visszaözönlés	hy:6
visszaút	hy:6
visszaütés	hy:6
visszerek	hy:5
visszfény	hy:5
visszhang	hy:5
visszirány	hy:5
visszleszámítolás	hy:5
visszlízing	hy:5
visszáru	hy:5
visszér	hy:5
viszonteladás	hy:7
viszonteladó	hy:7
viszontkereset	hy:7
viszontszerelem	hy:7
viszontszerelmek	hy:7
viszontszívesség	hy:7
vitaminhiány	hy:7
vitapont	hy:4
vitazárás	hy:4
viteldíj	hy:5
viteldíjak	hy:5
vitorlakészítõ	hy:7
vitorlakötelek	hy:7
vitorlakötél	hy:7
vitorlavarrás	hy:7
vitorlavásznak	hy:7
vitorlavászon	hy:7
vitorlásverseny	hy:8
vitézsereg	hy:vi-téz|se-reg
vizeskancsó	hy:5
vizeskorsó	hy:5
vizesnyolcas	hy:5
vizespoharak	hy:5
vizespohár	hy:5
vizeszsemle	hy:vi-zes|zsem-le
vizeszsömle	hy:vi-zes|zsöm-le
vizesárkok	hy:5
vizesárok	hy:5
vizsgadolgozat	hy:6
vizsgaterem	hy:6
vizsgatermek	hy:6
vok	ph:wok
voltaire-es	ph:volteres
voltaire-i	ph:volteri
voltméter	hy:4
vonatfékezõ	hy:5
vonatutak	hy:5
vonatút	hy:5
vontatóhajó	hy:7
vontatókötelek	hy:7
vontatókötél	hy:7
vonzerõ	hy:4
vonóhorgok	hy:4
vonóhorog	hy:4
vonósnégyes	hy:5
vonószenekar	hy:vo-nós||ze-ne|kar
voodoo	ph:vudu
vádhatározat	hy:3
vádirat	hy:3
vádpont	hy:3
vágyálmok	hy:4
vágyálom	hy:4
vágánykotró	hy:6
vágányvégzõdés	hy:6
vágóhidak	hy:4
vágóhíd	hy:4
válaszfal	hy:6
válaszfalak	hy:6
válaszirat	hy:6
választófal	hy:8
választófalak	hy:8
választóhelyiség	hy:8
választójog	hy:8
választójogosult	hy:8
választókerület	hy:8
választónegyed	hy:8
válaszutak	hy:6
válaszút	hy:6
vállalatalapítás	hy:8
vállbojt	hy:4
vállfa	hy:4
vállkendõ	hy:4
vállrojt	hy:4
vállrész	hy:4
vállszalag	hy:4
vállszíj	hy:4
vállszíjak	hy:4
válltáska	hy:4
vállöv	hy:4
váltságdíj	hy:7
váltságdíjak	hy:7
váltóelfogadó	hy:5
váltókar	hy:5
váltókeret	hy:5
váltóláz	hy:5
váltólázak	hy:5
váltóvezeték	hy:5
váltóállító	hy:5
vályogtalaj	hy:6
vályogtégla	hy:6
vámhatóság	hy:3
vámház	hy:3
vámházak	hy:3
vámilleték	hy:3
vámnyugta	hy:3
vámsorompó	hy:3
vámutak	hy:3
vámzár	hy:3
vámzárak	hy:3
vámáru	hy:3
vámõr	hy:3
vámút	hy:3
vándordíj	hy:6
vándordíjak	hy:6
vándordûne	hy:6
vándorgalamb	hy:6
vándorkõ	hy:6
vándorkövek	hy:6
vándorpatkány	hy:6
vándorutak	hy:6
vándorút	hy:6
vánkosfa	hy:6
várfal	hy:3
várfalak	hy:3
vármezõ	hy:3
várnagy	hy:3
városháza	hy:5
városnegyed	hy:5
városnézés	hy:5
városszerte	hy:város|szerte
várostrom	hy:3
vártornyok	hy:3
vártorony	hy:3
várurak	hy:3
váróhelyiség	hy:4
várószoba	hy:4
várõrség	hy:3
várúr	hy:3
vászonbetét	hy:6
vászoncipõ	hy:6
vászonernyõ	hy:6
vászonroletta	hy:6
vászonroló	hy:6
vászonruha	hy:6
vásárcsarnok	hy:5
vásárfia	hy:5
vásárterek	hy:5
vásártér	hy:5
vázlatkönyv	hy:6
vázszerkezet	hy:váz|szer-ke-zet
vécépapír	hy:4
védangyal	hy:3
védbástya	hy:3
védegylet	hy:3
véderdõ	hy:3
védernyõ	hy:3
véderõ	hy:3
védfal	hy:3
védfalak	hy:3
védintézkedés	hy:3
védjegy	hy:3
védkötelezettség	hy:3
védlevelek	hy:3
védlevél	hy:3
védmû	hy:3
védmûvek	hy:3
védszent	hy:3
védvonal	hy:3
védvonalak	hy:3
védzáradék	hy:véd|zá-ra-dék
védõburkok	hy:4
védõburok	hy:4
védõbástya	hy:4
védõdeszkázat	hy:4
védõdeszkázás	hy:4
védõfal	hy:4
védõfalak	hy:4
védõfegyver	hy:4
védõgát	hy:4
védõgátak	hy:4
védõhuzat	hy:4
védõkorlát	hy:4
védõnõ	hy:4
védõpalánk	hy:4
védõrostély	hy:4
védõszárny	hy:4
védõszárnyak	hy:4
védõtetõ	hy:4
védõtok	hy:4
védõüveg	hy:4
végbelek	hy:3
végbél	hy:3
végeladás	hy:3
végelgyengülés	hy:3
végeredmény	hy:3
végetvetés	hy:5
véghezvitel	hy:6
végigvitel	hy:5
végkielégítés	hy:3
véglény	hy:3
végmoréna	hy:3
végpont	hy:3
végrehajtó	hy:5
végrendelet	hy:3
végrendelkezés	hy:3
végszavak	hy:3
végszó	hy:3
végtag	hy:3
végállomás	hy:3
végösszeg	hy:3
vékonybelek	hy:6
vékonybél	hy:6
véleménnyilvánítás	hy:8
véleményváltoztatás	hy:8
vénasszony	hy:3
vénember	hy:3
véradó	hy:3
