œuvre-	ph:ővr	ph:oeuvre
œuvre-rel	ph:ővrrel	ph:oeuvrerel
œuvre-ré	ph:ővrré	ph:oeuvreré
œuvre	ph:ővr	ph:oeuvre
-házhozszállítás	hy:|ház-hoz|szál-lí-tás
uzsoraár	hy:6
uzsoraárak	hy:6
vacsoraidő	hy:7
vadalma	hy:3
vadaskert	hy:5
vadaspark	hy:5
vadcsapás	hy:3
vadcseresznye	hy:3
vaddisznó	hy:3
vadgalamb	hy:3
vadgesztenye	hy:3
vadhús	hy:3
vadkacsa	hy:3
vadkapitalizmus	hy:3
vadkutya	hy:3
vadliba	hy:3
vadlovak	hy:3
vadló	hy:3
vadmacska	hy:3
vadnövény	hy:3
vadorzó	hy:3
vadpecsenye	hy:3
vadrózsa	hy:3
vadszamarak	hy:3
vadszamár	hy:3
vadszőlő	hy:3
vadállat	hy:3
vadárvácska	hy:3
vadászjegy	hy:6
vadászkiáltás	hy:6
vadászkutya	hy:6
vadászkés	hy:6
vadászlak	hy:6
vadászmenyét	hy:6
vadászpuska	hy:6
vadászsapka	hy:6
vadászsólymok	hy:6
vadászsólyom	hy:6
vadászterület	hy:6
vadásztudomány	hy:6
vadásztársaság	hy:6
vadászvizsla	hy:6
vadászzsákmány	hy:6
vadőr	hy:3
vagyontárgy	hy:6
vagyontárgyak	hy:6
vagyonőr	hy:6
vajaskifli	hy:5
vajastészta	hy:5
vakarókefe	hy:6
vakarókés	hy:6
vakbelek	hy:3
vakbél	hy:3
vakolókanalak	hy:6
vakolókanál	hy:6
vakondtúrás	hy:6
vakrémület	hy:3
vakár	hy:3
valutaalap	hy:6
valószínűleg	ph:valszeg
vanillincukor	hy:8
vanillincukrok	hy:8
vanillinsav	hy:8
vanillinsavak	hy:8
varjúháj	hy:5
varjúhájak	hy:5
varjútanya	hy:5
varjútövis	hy:5
varrógép	hy:5
varrókészlet	hy:5
varrónő	hy:5
varróráma	hy:5
varrótáska	hy:5
varázsige	hy:6
varázsital	hy:6
varázslat	hy:6
varázslófű	hy:8
varázslófüvek	hy:8
varázsszer	hy:va-rázs|szer
varázsszer	hy:6
varázsvessző	hy:6
vasalódeszka	hy:6
vasasszakszervezet	hy:va-sas||szak|szer-ve-zet
vasbeton	hy:3
vasbetét	hy:3
vasbádog	hy:3
vasfa	hy:3
vasforgács	hy:3
vasfű	hy:3
vasfüvek	hy:3
vasgyár	hy:3
vasgyárak	hy:3
vasgyűrű	hy:3
vashulladék	hy:3
vaskalapos	hy:3
vaskapcsok	hy:3
vaskapocs	hy:3
vaskarika	hy:3
vaskor	hy:3
vaslemez	hy:3
vaslépcső	hy:3
vasmacska	hy:3
vasmedve	hy:3
vasmű	hy:3
vasművek	hy:3
vasolvasztó	hy:3
vasoxid	hy:3
vaspor	hy:3
vaspát	hy:3
vasszerkezet	hy:vas|szer-ke-zet
vastagbelek	hy:6
vastagbél	hy:6
vastüdő	hy:3
vasutak	hy:3
vasutas	hy:3
vasvilla	hy:3
vasár	hy:3
vasárak	hy:3
vasáru	hy:3
vasút	hy:3
vasúthatóság	hy:vas|út||hatóság
vasútállomás	hy:vas|út||állomás
vattacsomó	hy:5
vattapamat	hy:5
vegyelemzés	hy:4
vegyesbolt	hy:6
vegyeskereskedés	hy:6
vegyesszorzat	hy:ve-gyes|szor-zat
vegyesúszás	hy:6
vegyesúszó	hy:6
vegyhatás	hy:4
vegyipar	hy:4
vegyiriadó	hy:5
vegyivédelem	hy:5
vegyivédelmek	hy:5
vegyizár	hy:5
vegyizárak	hy:5
vegyjel	hy:4
vegykonyha	hy:4
vegyszer	hy:4
vegytan	hy:4
vegytinta	hy:4
vegytisztítás	hy:4
vegyvizsgálat	hy:4
vegyvédelem	hy:4
vegyvédelmek	hy:4
vegyérték	hy:4
velejáró	hy:4
veleérzés	hy:4
vendéghallgató	hy:6
vendégház	hy:6
vendégházak	hy:6
vendéglőhelyiség	hy:8
vendégoldal	hy:6
vendégoldalak	hy:6
vendégszeretet	hy:6
vendégszoba	hy:6
veresgyűrű	hy:5
veresszárnyú	hy:veres|szárnyú
verlaine-i	ph:verleni
versailles-i	ph:verszáji
versenyautó	hy:7
versenydíj	hy:7
versenydíjak	hy:7
versenyfutam	hy:7
versenygép	hy:7
versenyistálló	hy:7
versenylovak	hy:7
versenyló	hy:7
versenymű	hy:7
versenyművek	hy:7
versenynap	hy:7
versenypálya	hy:7
versenypályázat	hy:7
versenyszám	hy:7
versenytárs	hy:7
versenytársak	hy:7
versenyvitorlás	hy:7
verseskötet	hy:6
versfő	hy:4
versgyűjtemény	hy:4
versláb	hy:4
verslábak	hy:4
versmérték	hy:4
verspár	hy:4
verssor	hy:4
versstrófa	hy:4
versszak	hy:vers|szak
versszerző	hy:vers|szer-ző
verstan	hy:4
verébfi	hy:5
verőfény	hy:4
verőkos	hy:4
verőlabda	hy:4
vesebaj	hy:4
vesegyulladás	hy:4
vesekő	hy:4
vesekövek	hy:4
vesepecsenye	hy:4
vesetükrözés	hy:4
vesezsugorodás	hy:4
vesszőfonás	hy:6
vesszőkorbács	hy:6
vesszőparipa	hy:6
vesszőütés	hy:6
vesztegzár	hy:7
vesztegzárak	hy:7
vesztőhely	hy:6
vetésforgó	hy:5
vetítőkészülék	hy:6
vetőborsó	hy:4
vetőgép	hy:4
vetőmag	hy:4
vetülékfonalak	hy:7
vetülékfonál	hy:7
vevőkészülék	hy:4
vevőkör	hy:4
vezetékföldelés	hy:7
vezetékhiba	hy:7
vezetéknevek	hy:7
vezetéknév	hy:7
vezetőképesség	hy:6
vezetőrudak	hy:6
vezetőrúd	hy:6
vezéralak	hy:5
vezércikk	hy:5
vezércsillag	hy:5
vezéregyéniség	hy:5
vezérfonal	hy:5
vezérkönyv	hy:5
vezérlőmű	hy:7
vezérlőművek	hy:7
vezérmű	hy:5
vezérművek	hy:5
vezérszerep	hy:5
vezérsík	hy:5
vezérürü	hy:5
viaszbáb	hy:5
viaszgyertya	hy:5
viaszgyufa	hy:5
viaszlemez	hy:5
viaszlenyomat	hy:5
viaszosvásznak	hy:7
viaszosvászon	hy:7
viaszvirág	hy:5
videocsip	hy:5
videotechnika	hy:5
videódigitalizáló	hy:5
videófilm	hy:5
videójáték	hy:5
videókazetta	hy:5
videóklip	hy:5
videókölcsönző	hy:5
videómagnó	hy:5
videómegosztó	hy:videó||meg|osztó
videórészlet	hy:5
videószerkesztő	hy:5
vidrafű	hy:5
vidrafüvek	hy:5
vidámpark	hy:5
vigvam	ph:wigwam
vigyázzállás	hy:7
vihardagály	hy:5
vihardeszka	hy:5
viharfelhő	hy:5
viharjelző	hy:5
viharkabát	hy:5
viharlámpa	hy:5
viharléc	hy:5
viharmadarak	hy:5
viharmadár	hy:5
viharzóna	hy:5
villacsap	hy:5
villacsont	hy:5
villamoskocsi	hy:8
villanydrót	hy:7
villanykapcsoló	hy:7
villanykörte	hy:7
villanyzongora	hy:7
villanyzsinór	hy:7
villanyáram	hy:7
villanófény	hy:7
villámháború	hy:6
villásdugó	hy:6
villásreggeli	hy:6
világbajnok	hy:5
világegyetem	hy:5
világhatalmak	hy:5
világhatalom	hy:5
világháború	hy:5
világkép	hy:5
világleírás	hy:5
világnézet	hy:5
világosszőke	hy:vi-lá-gos|sző-ke
világosszürke	hy:vi-lá-gos|szür-ke
világoszöld	hy:vi-lá-gos|zöld
világpolitika	hy:5
világrahozatal	hy:7
világrész	hy:5
világtenger	hy:5
világtáj	hy:5
világtájak	hy:5
világválogatott	hy:5
világváros	hy:5
világítógáz	hy:8
világítótornyok	hy:8
világítótorony	hy:8
világűr	hy:5
virágbuga	hy:5
virágburkok	hy:5
virágburok	hy:5
virágcserepek	hy:5
virágcserép	hy:5
virágcsokor	hy:5
virágcsokrok	hy:5
virágféreg	hy:5
virágférgek	hy:5
virágfüzér	hy:5
virághagyma	hy:5
virágkehely	hy:5
virágkelyhek	hy:5
virágkiállítás	hy:5
virágkocsány	hy:5
virágláda	hy:5
virágminta	hy:5
virágméz	hy:5
virágoskert	hy:7
virágpor	hy:5
virágszirmok	hy:5
virágszirom	hy:5
virágtartó	hy:5
virágvasárnap	hy:5
virágágy	hy:5
virágágyak	hy:5
virágállat	hy:5
viselkedésmód	hy:10
visszacsatolás	hy:6
visszaemlékezés	hy:6
visszaesés	hy:6
visszafejlődés	hy:6
visszafizetés	hy:6
visszafordulás	hy:6
visszafordítás	hy:6
visszaforgás	hy:6
visszagyújtás	hy:6
visszahatás	hy:6
visszahelyezés	hy:6
visszahonosítás	hy:6
visszaháramlás	hy:6
visszahívás	hy:6
visszahódítás	hy:6
visszaigénylés	hy:6
visszajutás	hy:6
visszajátszás	hy:6
visszakezek	hy:6
visszakéz	hy:6
visszapattanás	hy:6
visszapattanó	hy:6
visszapillantás	hy:6
visszarúgás	hy:6
visszaszerzés	hy:6
visszaszámolás	hy:6
visszaszívás	hy:6
visszatartás	hy:6
visszataszító	hy:6
visszatérés	hy:6
visszatérítés	hy:6
visszatükrözés	hy:6
visszatükröződés	hy:6
visszautak	hy:6
visszautasítás	hy:6
visszaverés	hy:6
visszavitel	hy:6
visszavonulás	hy:6
visszavonás	hy:6
visszavágás	hy:6
visszavágó	hy:6
visszaváltó	hy:6
visszavásárlás	hy:6
visszavétel	hy:6
visszaélés	hy:6
visszaözönlés	hy:6
visszaút	hy:6
visszaütés	hy:6
visszerek	hy:5
visszfény	hy:5
visszhang	hy:5
visszirány	hy:5
visszleszámítolás	hy:5
visszlízing	hy:5
visszáru	hy:5
visszér	hy:5
viszonteladás	hy:7
viszonteladó	hy:7
viszontkereset	hy:7
viszontszerelem	hy:7
viszontszerelmek	hy:7
viszontszívesség	hy:7
vitaminhiány	hy:7
vitapont	hy:4
vitazárás	hy:4
viteldíj	hy:5
viteldíjak	hy:5
vitorlakészítő	hy:7
vitorlakötelek	hy:7
vitorlakötél	hy:7
vitorlavarrás	hy:7
vitorlavásznak	hy:7
vitorlavászon	hy:7
vitorlásverseny	hy:8
vitézsereg	hy:vi-téz|se-reg
vizeskancsó	hy:5
vizeskorsó	hy:5
vizesnyolcas	hy:5
vizespoharak	hy:5
vizespohár	hy:5
vizeszsemle	hy:vi-zes|zsem-le
vizeszsömle	hy:vi-zes|zsöm-le
vizesárkok	hy:5
vizesárok	hy:5
vizsgadolgozat	hy:6
vizsgaterem	hy:6
vizsgatermek	hy:6
vok	ph:wok
voltaire-es	ph:volteres
voltaire-i	ph:volteri
voltméter	hy:4
vonatfékező	hy:5
vonatutak	hy:5
vonatút	hy:5
vontatóhajó	hy:7
vontatókötelek	hy:7
vontatókötél	hy:7
vonzerő	hy:4
vonóhorgok	hy:4
vonóhorog	hy:4
vonósnégyes	hy:5
vonószenekar	hy:vo-nós||ze-ne|kar
voodoo	ph:vudu
vádhatározat	hy:3
vádirat	hy:3
vádpont	hy:3
vágyálmok	hy:4
vágyálom	hy:4
vágánykotró	hy:6
vágányvégződés	hy:6
vágóhidak	hy:4
vágóhíd	hy:4
válaszfal	hy:6
válaszfalak	hy:6
válaszirat	hy:6
választófal	hy:8
választófalak	hy:8
választóhelyiség	hy:8
választójog	hy:8
választójogosult	hy:8
választókerület	hy:8
választónegyed	hy:8
válaszutak	hy:6
válaszút	hy:6
vállalatalapítás	hy:8
vállbojt	hy:4
vállfa	hy:4
vállkendő	hy:4
vállrojt	hy:4
vállrész	hy:4
vállszalag	hy:4
vállszíj	hy:4
vállszíjak	hy:4
válltáska	hy:4
vállöv	hy:4
váltságdíj	hy:7
váltságdíjak	hy:7
váltóelfogadó	hy:5
váltókar	hy:5
váltókeret	hy:5
váltóláz	hy:5
váltólázak	hy:5
váltóvezeték	hy:5
váltóállító	hy:5
vályogtalaj	hy:6
vályogtégla	hy:6
vámhatóság	hy:3
vámház	hy:3
vámházak	hy:3
vámilleték	hy:3
vámnyugta	hy:3
vámsorompó	hy:3
vámutak	hy:3
vámzár	hy:3
vámzárak	hy:3
vámáru	hy:3
vámőr	hy:3
vámút	hy:3
vándordíj	hy:6
vándordíjak	hy:6
vándordűne	hy:6
vándorgalamb	hy:6
vándorkő	hy:6
vándorkövek	hy:6
vándorpatkány	hy:6
vándorutak	hy:6
vándorút	hy:6
vánkosfa	hy:6
várfal	hy:3
várfalak	hy:3
vármező	hy:3
várnagy	hy:3
városháza	hy:5
városnegyed	hy:5
városnézés	hy:5
városszerte	hy:város|szerte
várostrom	hy:3
vártornyok	hy:3
vártorony	hy:3
várurak	hy:3
váróhelyiség	hy:4
várószoba	hy:4
várőrség	hy:3
várúr	hy:3
vászonbetét	hy:6
vászoncipő	hy:6
vászonernyő	hy:6
vászonroletta	hy:6
vászonroló	hy:6
vászonruha	hy:6
vásárcsarnok	hy:5
vásárfia	hy:5
vásárterek	hy:5
vásártér	hy:5
vázlatkönyv	hy:6
vázszerkezet	hy:váz|szer-ke-zet
vécépapír	hy:4
védangyal	hy:3
védbástya	hy:3
védegylet	hy:3
véderdő	hy:3
védernyő	hy:3
véderő	hy:3
védfal	hy:3
védfalak	hy:3
védintézkedés	hy:3
védjegy	hy:3
védkötelezettség	hy:3
védlevelek	hy:3
védlevél	hy:3
védmű	hy:3
védművek	hy:3
védszent	hy:3
védvonal	hy:3
védvonalak	hy:3
védzáradék	hy:véd|zá-ra-dék
védőburkok	hy:4
védőburok	hy:4
védőbástya	hy:4
védődeszkázat	hy:4
védődeszkázás	hy:4
védőfal	hy:4
védőfalak	hy:4
védőfegyver	hy:4
védőgát	hy:4
védőgátak	hy:4
védőhuzat	hy:4
védőkorlát	hy:4
védőnő	hy:4
védőpalánk	hy:4
védőrostély	hy:4
védőszárny	hy:4
védőszárnyak	hy:4
védőtető	hy:4
védőtok	hy:4
védőüveg	hy:4
végbelek	hy:3
végbél	hy:3
végeladás	hy:3
végelgyengülés	hy:3
végeredmény	hy:3
végetvetés	hy:5
véghezvitel	hy:6
végigvitel	hy:5
végkielégítés	hy:3
véglény	hy:3
végmoréna	hy:3
végpont	hy:3
végrehajtó	hy:5
végrendelet	hy:3
végrendelkezés	hy:3
végszavak	hy:3
végszó	hy:3
végtag	hy:3
végállomás	hy:3
végösszeg	hy:3
vékonybelek	hy:6
vékonybél	hy:6
véleménnyilvánítás	hy:8
véleményváltoztatás	hy:8
vénasszony	hy:3
vénember	hy:3
véradó	hy:3
vérbaj	hy:3
vérbosszú	hy:3
vércsatorna	hy:3
vércsepp	hy:3
vércsomó	hy:3
vérdíj	hy:3
vérdíjak	hy:3
véreb	hy:3
véredény	hy:3
vérellátó	hy:3
véreslapu	hy:5
véresszájú	hy:vé-res|szá-jú
vérfertőzés	hy:3
vérfesték	hy:3
vérfű	hy:3
vérfürdő	hy:3
vérfüvek	hy:3
vérhas	hy:3
vérhasak	hy:3
vérmérgezés	hy:3
vérmérséklet	hy:3
vérnyomás	hy:3
vérontás	hy:3
vérpad	hy:3
vérprofi	hy:3
vérrokon	hy:3
vérrokonság	hy:3
vérrög	hy:3
vérsavó	hy:3
vérsejt	hy:3
vérszopó	hy:3
vértanú	hy:3
vértanúság	hy:3
vértisztító	hy:3
vértolulás	hy:3
vértő	hy:3
vértövek	hy:3
vérvétel	hy:3
vérzéscsillapító	hy:6
vérzéselállító	hy:6
véráram	hy:3
vérátömlesztés	hy:3
vérömleny	hy:3
vészcsengő	hy:4
vészharang	hy:4
vészjel	hy:4
vészmadarak	hy:4
vészmadár	hy:4
vésőszemcsézés	hy:4
vételár	hy:5
vételárak	hy:5
vétójog	hy:4
vígeposz	hy:3
vígjáték	hy:3
vívóbot	hy:4
vívómérkőzés	hy:4
vívóterem	hy:4
vívótermek	hy:4
vívótőr	hy:4
vízbontás	hy:3
vízcsap	hy:3
vízcső	hy:3
vízcsövek	hy:3
vízduzzasztó	hy:3
vízdíj	hy:3
vízdíjak	hy:3
vízelvezetés	hy:3
vízelvezető	hy:3
vízemelő	hy:3
vízerek	hy:3
vízesés	hy:3
vízfelhő	hy:3
vízfesték	hy:3
vízfestés	hy:3
vízfogó	hy:3
vízfolyás	hy:3
vízfürdő	hy:3
vízgyógyászat	hy:3
vízgyűjtő	hy:3
vízhordó	hy:3
vízhozam	hy:3
vízhólyag	hy:3
vízhűtő	hy:3
víziantilop	hy:4
vízibicikli	hy:4
vízibogarak	hy:4
vízibogár	hy:4
vízibomba	hy:4
vízicsibe	hy:4
vízicsiga	hy:4
vízijácint	hy:4
vízikerekek	hy:4
vízikerék	hy:4
vízilabda	hy:4
vízilovak	hy:4
víziló	hy:4
vízimadarak	hy:4
vízimadár	hy:4
vízimalmok	hy:4
vízimalom	hy:4
vízimentő	hy:4
vízimolnár	hy:4
vízinövény	hy:4
vízipipa	hy:4
vízipisztoly	hy:4
vízipuska	hy:4
vízipálma	hy:4
vízirigó	hy:4
vízirózsa	hy:4
vízisikló	hy:4
víziszony	hy:3
vízitelep	hy:4
vízitorma	hy:4
vízityúk	hy:4
vízitúra	hy:4
víziváros	hy:4
vízizene	hy:4
vízjegy	hy:3
vízjel	hy:3
vízkieresztő	hy:3
vízkifolyás	hy:3
vízkiszorítás	hy:3
vízkutató	hy:3
vízkór	hy:3
vízkő	hy:3
vízköpő	hy:3
vízkövek	hy:3
vízközel	hy:3
vízlevezető	hy:3
vízlágyító	hy:3
vízmelegítő	hy:3
vízmosás	hy:3
vízmű	hy:3
vízművek	hy:3
víznyelő	hy:3
víznyomás	hy:3
vízpart	hy:3
vízrajz	hy:3
vízsugarak	hy:víz|su-gár
vízsugár	hy:víz|su-gár
vízszerzés	hy:víz|szer-zés
vízszint	hy:víz|szint
vízszintes	hy:víz|szintes
vízszintez	hy:víz|szintez
vízszintező	hy:víz|szin-te-ző
vízszínű	hy:víz|színű
vízszűke		hy:z|sz
víztartó	hy:3
vízterek	hy:3
víztornyok	hy:3
víztorony	hy:3
víztér	hy:3
víztócsa	hy:3
víztölcsér	hy:3
víztömlő	hy:3
vízvezeték	hy:3
vízvezető	hy:3
vízvonal	hy:3
vízvonalak	hy:3
vízválasztó	hy:3
vízzáró	hy:3
vízállás	hy:3
vízár	hy:3
vízárak	hy:3
vízátvezető	hy:3
vízér	hy:3
vízóra	hy:3
vízöblítés	hy:3
vízöblítő	hy:3
vízözön	hy:3
vízüveg	hy:3
vőlegény	hy:2
vödörfogó	hy:5
völgyhidak	hy:5
völgyhíd	hy:5
völgytorkok	hy:5
völgytorkolat	hy:5
völgytorok	hy:5
vörösbegy	hy:5
vörösbor	hy:5
vöröseltolódás	hy:5
vörösesszőke	hy:vö-rö-ses|sző-ke
vörösfenyő	hy:5
vörösgyűrű	hy:5
vöröshagyma	hy:5
vöröshangya	hy:5
vörösiszap	hy:5
vöröskereszt	hy:5
vörösmárvány	hy:5
vörösrezek	hy:5
vörösréz	hy:5
vörösszárnyú	hy:vörös|szárnyú
vörösterror	hy:5
wertheimszekrény	hy:8
whiskey	ph:viszki
whisky	ph:viszki
wilde-i	ph:vájldi
yahoo!-s	ph:jahus
yorkshire-i	ph:jorksöri
yuppie-	ph:juppi
yuppie-val	ph:juppival
yuppie-vá	ph:juppivá
yuppie	ph:juppi
zabkása	hy:3
zabliszt	hy:3
zabnyák	hy:3
zabpehely	hy:3
zabpelyhek	hy:3
zaire-i	ph:zajiri
zajfogó	hy:3
zenedarab	hy:4
zenegép	hy:4
zeneiskola	hy:4
zenekar	hy:4
zenekíséret	hy:4
zenemű	hy:4
zeneművek	hy:4
zeneművészet	hy:4
zeneszerző	hy:4
zivatarfelhő	hy:7
zokszavak	hy:3
zokszó	hy:3
zománcedény	hy:6
zománcáru	hy:6
zoobiológia	hy:3
zoobiológus	hy:3
zoocönológia	hy:3
zoocönológus	hy:3
zoofiziológia	hy:3
zoofiziológus	hy:3
zoopatológia	hy:3
zoopatológus	hy:3
zsaluléc	hy:5
zsebkendő	hy:4
zsebkiadás	hy:4
zsebkés	hy:4
zsebkönyv	hy:4
zseblámpa	hy:4
zsebpénz	hy:4
zsebtolvaj	hy:4
zsebóra	hy:4
zsemlemártás	hy:6
zsidócseresznye	hy:5
zsidócsillag	hy:5
zsidógyűlölet	hy:5
zsidónegyed	hy:5
zsidótörvény	hy:5
zsidóüldözés	hy:5
zsilipdeszka	hy:6
zsilipdíj	hy:6
zsilipdíjak	hy:6
zsilipkapu	hy:6
zsilipmeder	hy:6
zsilipmedrek	hy:6
zsilipszelep	hy:6
zsindelyfedelek	hy:8
zsindelyfedél	hy:8
zsinórmérték	hy:6
zsinórpadlás	hy:6
zsinórszatyor	hy:6
zsinórszatyrok	hy:6
zsákfutás	hy:4
zsákháló	hy:4
zsákutca	hy:4
zsákvásznak	hy:4
zsákvászon	hy:4
zsánerkép	hy:6
zsírfolt	hy:4
zsírkő	hy:4
zsírkövek	hy:4
zsírosbödön	hy:6
zsúpfedelek	hy:4
zsúpfedél	hy:4
zsúpfödelek	hy:4
zsúpfödél	hy:4
zsúptető	hy:4
zsúrkocsi	hy:4
zsúrszendvics	hy:4
zsúrterítő	hy:4
zugiskola	hy:3
zugkocsma	hy:3
zuhanórepülés	hy:6
złoty	ph:zlotyi	hy:złot.y
zálogház	hy:5
zálogházak	hy:5
zálogjog	hy:5
zálogkölcsönzés	hy:5
zápfog	hy:3
zápfogak	hy:3
zárfékező	hy:3
zárhang	hy:3
zárkioldó	hy:3
zárkő	hy:3
zárkövek	hy:3
zárlakatos	hy:3
zárnyelv	hy:3
zártkert	hy:4
zártszelvény	hy:4
zártszék	hy:4
zártvonal	hy:4
zártvonalak	hy:4
zárvatartás	hy:5
zárvatermő	hy:5
záródugó	hy:4
záródísz	hy:4
záróizmok	hy:4
záróizom	hy:4
zárójel	hy:4
zárókő	hy:4
zárókövek	hy:4
záróra	hy:3
zárótűz	hy:4
zárótüzek	hy:4
záróvizsga	hy:4
zászlóalj	hy:6
zászlóaljak	hy:6
zászlórudak	hy:6
zászlórúd	hy:6
zászlótartó	hy:6
zöldasztal	hy:4
zöldbab	hy:4
zöldborsó	hy:4
zöldbáró	hy:4
zöldbőr	hy:4
zöldcsütörtök	hy:4
zölddugvány	hy:4
zöldellés	hy:4
zöldellő	hy:4
zöldesszürke	hy:zöl-des|szür-ke
zöldfolyosó	hy:4
zöldfőzelék	hy:4
zöldgálic	hy:4
zöldhagyma	hy:4
zöldhatár	hy:4
zöldhitel	hy:4
zöldhullám	hy:4
zöldkártya	hy:4
zöldmetszés	hy:4
zöldmoszat	hy:4
zöldmozgalmak	hy:4
zöldmozgalom	hy:4
zöldpaprika	hy:4
zöldpetrezselyem	hy:4
zöldpetrezselymek	hy:4
zöldsaláta	hy:4
zöldszám	hy:4
zöldtakarmány	hy:4
zöldtrágya	hy:4
zöldtárca	hy:4
zöldvendéglő	hy:4
zöldár	hy:4
zöldárak	hy:4
zöldövezet	hy:4
zörgőfű	hy:5
zörgőfüvek	hy:5
zúzottkő	hy:6
zúzottkövek	hy:6
zűrzavar	hy:3
Łódź	ph:lódzs
Łódźdzsal	ph:lóddzsal
Łódźdzsá	ph:lóddzsá
Škoda	ph:skoda
Áprily	hy:Áp-ri-l.y
Árokháty	hy:t.y
Árpádhalmok	hy:5
Árpádhalom	hy:5
Ásotthalmok	hy:5
Ásotthalom	hy:5
Čapek	ph:csapek
Édeskuty	hy:t.y
Élysée-palota	hy:Él.ysée
Őrhalmok	hy:2
Őrhalom	hy:2
ábrándkép	hy:6
áfakulcs	hy:3
ágynemű	hy:3
ágypárna	hy:3
ágyterítő	hy:3
ágytál	hy:3
ágytálak	hy:3
ágyékkendő	hy:5
ágyékkötő	hy:5
ágyúcső	hy:4
ágyúcsövek	hy:4
ágyúdörgés	hy:4
ágyúgolyó	hy:4
ágyútalp	hy:4
ágyútalpak	hy:4
ágyútűz	hy:4
ágyútüzek	hy:4
áldozócsütörtök	hy:6
áligazság	hy:ál|i=gaz-ság
államadósság	hy:5
államapparátus	hy:5
államfelforgató	hy:5
államférfi	hy:5
államfő	hy:5
államhatalmak	hy:5
államhatalom	hy:5
államkapitalista	hy:5
államköltség	hy:5
államkötvény	hy:5
állampapír	hy:5
állampolgár	hy:5
állampolgárság	hy:5
államsegély	hy:5
államszövetség	hy:5
államvezetés	hy:5
állatalak	hy:5
állatbetegség	hy:5
állatboncolás	hy:5
állatbőr	hy:5
állatfogó	hy:5
állatkert	hy:5
állatkölykök	hy:5
állatkölyök	hy:5
állatsereglet	hy:5
állatszakértő	hy:5
állattan	hy:5
állattenyésztés	hy:5
állatvilág	hy:5
állatállomány	hy:5
állatöv	hy:5
állcsont	hy:3
állkapcsok	hy:3
állkapocs	hy:3
állkendő	hy:3
állszakáll	hy:3
állszakállak	hy:3
állványhidak	hy:7
állványhíd	hy:7
állásfoglalás	hy:5
álláspont	hy:5
állásszerző	hy:ál-lás|szer-ző
állítmánykiegészítő	hy:9
állóbüfé	hy:4
állócsiga	hy:4
állócsillag	hy:4
állóeszköz	hy:4
állógallér	hy:4
állóharc	hy:4
állóhely	hy:4
állóhidak	hy:4
állóhullám	hy:4
állóháború	hy:4
állóhíd	hy:4
állókép	hy:4
állóképesség	hy:4
állólámpa	hy:4
állólétra	hy:4
állómotor	hy:4
állórajt	hy:4
állórész	hy:4
állótőke	hy:4
állótükrök	hy:4
állótükör	hy:4
állóvizek	hy:4
állóvíz	hy:4
állóóra	hy:4
álmoskönyv	hy:5
álomkór	hy:4
álomország	hy:4
álompor	hy:4
álomszuszék	hy:4
általutak	hy:5
általút	hy:5
ámbráscet	hy:6
ángyomasszony	hy:6
ánizslikőr	hy:5
ápolónő	hy:5
árajánlat	hy:2
áralakulás	hy:2
áramelosztó	hy:4
áramfejlesztő	hy:4
áramgerjesztés	hy:4
áramgyűjtő	hy:4
áramkapcsoló	hy:4
áramkör	hy:4
árammegszakító	hy:4
árammérő	hy:4
áramszaggató	hy:4
áramszedő	hy:4
áramszünet	hy:4
áramvezetés	hy:4
áramvonal	hy:4
áramvonalak	hy:4
áramátalakító	hy:áram||át|alakító
árarány	hy:2
árbecslés	hy:2
árbevétel	hy:2
árbóccsúcs	hy:ár-bóc|csúcs
árbóckosarak	hy:5
árbóckosár	hy:5
árbócmerevítő	hy:5
árellenőrzés	hy:2
áremelkedés	hy:2
árengedmény	hy:2
árfekvés	hy:2
árfelügyelet	hy:2
árfolyam	hy:2
árháború	hy:2
árindex	hy:2
árjelző	hy:2
árkalkuláció	hy:2
árkategória	hy:2
árkiegészítés	hy:ár||ki|egészítés
árkásszakasz	hy:6
árképezés	hy:2
árképzés	hy:2
árképző	hy:2
árleszállítás	hy:2
ármanipuláció	hy:2
ármechanizmus	hy:2
ármegállapítás	hy:2
ármozgás	hy:2
ármérséklő	hy:2
árnyalak	hy:4
árnykép	hy:4
árnyékszék	hy:6
árosztály	hy:2
árpagyöngy	hy:4
árpaszem	hy:4
árpolitika	hy:2
árpádsáv	hy:5
árreform	hy:2
árrés	hy:2
árstabilitás	hy:2
árstop	hy:2
árszint	hy:2
ársáv	hy:2
árterek	hy:2
ártájékoztató	hy:2
ártámogatás	hy:2
ártárgyalás	hy:2
ártér	hy:2
árubefogadó	hy:3
árubőség	hy:3
árucikk	hy:3
árucsere	hy:3
áruelosztó	hy:3
árufajta	hy:3
árufetisizmus	hy:3
áruház	hy:3
áruházak	hy:3
árujegy	hy:3
árujegyzék	hy:3
árukészlet	hy:3
árumennyiség	hy:3
árurejtegetés	hy:3
árurendelés	hy:3
áruszállítmány	hy:3
áruszállítás	hy:3
árutétel	hy:3
áruválaszték	hy:3
áruátvevő	hy:3
árvaellátás	hy:4
árvaház	hy:4
árvaházak	hy:4
árvaszúnyog	hy:4
árvaügy	hy:4
árverseny	hy:2
árverés	hy:2
árveszteség	hy:2
árviszony	hy:2
árvizek	hy:2
árváltozás	hy:2
árvédelem	hy:2
árvédelmek	hy:2
árvíz	hy:2
ásványtan	hy:6
ásványvizek	hy:6
